ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,state
ODFB,5892,Industrials,2383,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,,Marine Shipping,21.2,21.8,21.457247,,0,,21.8,,10359,,21.2,20.794117,,21.8,10359,,,,,1525824000,0.462253,,,21.2,2,NOK,108.16327,35379,,,,1718077696,,,4740,1.8965445,21.2,21.4,,,35379,32,,,,17.6,21.2,False,,,21.8,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,,EQUITY,ODFB.OL,,,finmb_876111,6f0652f8-e4f0-30e5-8467-e4e06c0208bc,no_market,,3.31,,0.01706,17.281,,,,,18756200,,,6.977,,,,1577750400,0.16443,15456000,0.196,,,3.0385551,0.37213,1640908800,1593475200,,,28257135,2998862080,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,PO Box 6101 Postterminalen,
OKEA,7042,Energy,207,"OKEA ASA, an oil and gas company, engages in the development and production of oil and gas in the Norwegian continental shelf. It holds interests 44.56% in Draugen, 12% in GjÃ¸a, and 0.55% in Ivar Aasen licenses. The company was founded in 2015 and is headquartered in Trondheim, Norway.",Trondheim,47 73 52 52 22,Norway,[],http://okea.no,1,Ferjemannsveien 10,,Oil & Gas E&P,8.16,8.4,9.655072,,0,,8.4,,31720,,8.16,8.868236,,8.4,31720,,,,,,,,,8.2,2,NOK,,570,,,,840524608,,,71022,0.31232578,8.2,8.2,,,570,21,,,,5.7,8.16,False,,,8.4,OSL,OKEA ASA,OKEA ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,OKEA.OL,,,finmb_312629283,c252c57e-328d-3858-89e6-237abaed1554,no_market,,1.013,,-0.31458,1.831,-0.565032,,,,102503000,,,8.781,,,,1577750400,0.01676,-846585984,-8.663,,,0.9338344,0.8319,1640908800,1585612800,,,24737990,2725943552,,,,,,,,,,,,,,https://logo.clearbit.com/okea.no,,
NPRO,0250,Real Estate,51,"Norwegian Property ASA, a real estate investment company, acquires, develops, manages, and sells commercial real estate properties in Norway. Its properties primarily comprise office premises with associated warehousing and car parks, and retail and restaurant spaces. As of December 31, 2019, the company owned 28 office, commercial, and residential properties primarily in Oslo; and a development property at Forus in Stavanger. The company was incorporated in 2005 and is headquartered in Oslo, Norway. Norwegian Property ASA is a subsidiary of Geveran Trading Co Ltd.",Oslo,47 22 83 40 20,Norway,[],http://www.norwegianproperty.no,1,StÃ¸perigata 2,,Real Estate Services,11.3,11.3,11.785362,0.0123893805,0.3443,,11.3,,13991,,11.3,11.529411,0.14,11.3,13991,,,,0.28,1581379200,0.545876,,,11.1,2,NOK,17.206789,3724,,,,5503929344,,,30572,2.8576996,11.1,11.25,,361700,3724,15.15,23.723404,,,9.24,11.15,False,0.0249,27100,11.3,OSL,NORWEGIAN PROPERTY,Norwegian Property ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,NPRO.OL,,,finmb_27351416,1f0144b2-d8be-3c62-bd25-b181ac252aba,no_market,,6.84,,0.16937,21.775,-0.030042887,,0.47,,493625984,,,16.064,,,,1577750400,0.20047002,326200000,0.648,,,0.6940986,0.80237997,1640908800,1593475200,,,84182909,13173968896,,,,,,,,,,,,,,https://logo.clearbit.com/norwegianproperty.no,,
NOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCY,1366,Industrials,17,"Ocean Yield ASA, a ship owning company, invests in vessels on long-term charters in Norway. It operates through FPSO, Other Oil Service, Car Carriers, Container Vessels, Tankers, and Other Shipping segments. The company has a portfolio of 69 vessels in 8 various shipping segments chartered to counterparties that operate within shipping and oil-service. Ocean Yield ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,47 24 13 00 00,Norway,[],http://www.oceanyield.no,1,OksenOeyveien 10,,Marine Shipping,22.2,22.25,25.940943,0.02171171,,,22.3,,237553,,22.2,22.811764,0.482,22.25,237553,,,,4.5,1594598400,1.147502,,,21.85,2,NOK,,132691,,,,3835872512,,,437679,13.163598,21.85,21.9,,72600,132691,56.7,32.686565,,11.03,19.8,21.85,False,0.2016,493800,22.3,OSL,OCEAN YIELD ASA,Ocean Yield ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,OCY.OL,,,finmb_212437935,1b0c54d8-27d9-3009-a939-c558d4c1845e,no_market,,19.579,,-0.13520999,23.24,-0.5586481,,0.67,,175154000,,,4.644,,,,1577750400,0.13294,-57400000,-0.279,,,4.715762,0.63466,1640908800,1593475200,,,63943066,5705357824,,,,,,2.135,,,,,,,,https://logo.clearbit.com/oceanyield.no,,
NOFI,1364,Financial Services,85,"Norwegian Finans Holding ASA, through its subsidiary, Bank Norwegian AS, provides various digital banking products and services to retail customers in Norway, Finland, Sweden, and Denmark. It offers deposit accounts, installment loans, and credit cards through Internet. The company also provides a combined credit card and reward card in cooperation with the airline Norwegian. Norwegian Finans Holding ASA was founded in 2007 and is based in Fornebu, Norway.",Fornebu,,Norway,[],http://www.banknorwegian.no/OmOss/InvestorRelations,1,SnarÃ¸yveien 36,,Banks—Regional,67,67.35,64.0679,0.047462687,0,,67.35,,530502,,67,70.622055,3.18,67.35,530502,,,,,1588204800,1.537746,,,65.25,2,NOK,6.286065,158389,,,,12405882880,,,370016,3.1565933,65.25,66.55,,795000,158389,102.8,6.2102804,,,32.24,66.45,False,,50000,67.35,OSL,NORWEGIAN FIN HLDG,Norwegian Finans Holding ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,NOFI.OL,,,finmb_47733558,2047ec1b-f1d8-3fc2-aae8-a0e1b730c021,no_market,,4.425,,0.50071996,,-0.040801704,,10.7,,186695008,,,55.746,,,,1577750400,0.33036998,1967918976,10.571,,,1.1920137,0.32112998,1640908800,1593475200,,,105417332,17392723968,,,,,,0.219,,,,,,,,https://logo.clearbit.com/banknorwegian.no,,
OLT,0105,Real Estate,,"Olav Thon Eiendomsselskap ASA engages in the property rental business in Norway and Sweden. The company is also involved in the property development and management business. As of December 31, 2019, it had 77 shopping centers comprising 16 managed for external owners. The company was founded in 1982 and is based in Oslo, Norway.",Oslo,47 23 08 00 00,Norway,[],http://www.olt.no,1,Stenersgata 2,,Real Estate—Development,155,155.5,141.12971,0.028387098,0,,157.5,,3970,,155,152.05882,4.4,155.5,3970,,,,,1590105600,1.010452,,,155.5,2,NOK,,768,,,,16216999936,,,9189,4.298171,155.5,157,,35400,768,189.6,11.618411,,,85.9,155.5,False,,7900,157.5,OSL,OLAV THON EIENDOMS,Olav Thon Eiendomsselskap ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,OLT.OL,,,finmb_4469432,da99422c-f097-30ea-83ca-8d1ecdffe75c,no_market,,10.61,,-0.15001,16.687,0.096181035,,13.47,,103623000,,,245.515,,,,1577750400,0.12808,-566000000,-5.591,,,0.6374356,0.78239995,1640908800,1593475200,,,26845655,40032591872,,1402444800,10:1,,,-0.156,,,,,,,,https://logo.clearbit.com/olt.no,Sentrum PO Box 489,
ODL,AB12 3LG,Energy,2581,"Odfjell Drilling Ltd. operates as an integrated offshore drilling, well service, and engineering company worldwide. The company operates through three segments: Mobile Offshore Drilling Units, Drilling & Technology, and Well Services. It operates drilling units and offers management services to owners of semisubmersibles, drillships, and jack-up; and project management and follow-up during construction, management of regulatory requirements, marketing and client relations, preparations for operation, and drilling operations. The company also provides integrated drilling services, such as onshore support, production drilling and completion, well maintenance, plugging and abandonment, facility maintenance planning, and project management for maintenance and modifications; and onceptual engineering and engineering design, compliance assurance and maintenance management, marine and operational support, and rig inspection services, as well as construction and commissioning support, modifications, and upgrades. In addition, it provides well services to the oil industry, including casing and tubular running, drill tool and tubular rental, well intervention, and wellbore cleaning services. The company was founded in 1914 and is headquartered in Aberdeen, the United Kingdom. Odfjell Drilling Ltd. is a subsidiary of Odfjell Partners Ltd.",Aberdeen,44 1224 856 000,United Kingdom,[],http://www.odfjelldrilling.com,1,Bergen House,44 1224 856 001,Oil & Gas Drilling,12.14,12.48,12.146087,,0,,12.8,,771708,,12.14,11.583529,,12.48,771708,,,,,1395100800,1.980255,,,12.3,2,NOK,65.07772,1401279,,,,2973994752,,,1260929,3.6301787,12.3,12.62,,181500,1401279,33.8,89.71429,,,6.12,12.54,False,,820000,12.8,OSL,ODFJELL DRILLING,Odfjell Drilling Ltd.,Europe/Oslo,CEST,False,7200000,,EQUITY,ODL.OL,,,finmb_241631186,7a8ee3e5-a9ab-3d18-8018-c55f5fcad7e3,no_market,,5.054,,0.06548,12.576,-0.44311923,,0.14,,236783008,,,4.426,,,,1577750400,0.119320005,45717000,0.193,,,2.837777,0.60887,1640908800,1585612800,,,92589335,4140552192,,,,,,1.289,,,,,,,,https://logo.clearbit.com/odfjelldrilling.com,Crawpeel Road Altens,
PARB,0250,Financial Services,50,"Pareto Bank ASA provides various banking products and services in Norway. The company offers financing for housing and business projects; companies with a specific need for capital; conventional and industrial shipping; and the lending of financial instruments to private customers and companies. It also accepts deposits. The company was founded in 2007 and is based in Oslo, Norway.",Oslo,47 24 02 81 20,Norway,[],http://www.paretobank.no,1,Dronning Mauds gate 3,47 24 02 81 10,Banks—Regional,38.5,38.5,34.12029,0.07272727,0,,38.9,,38020,,38.5,37.591175,2.8,38.5,38020,,,,,1585267200,1.060394,,,38.2,2,NOK,6.7228365,15366,,,,2675319808,,,48205,3.9399893,38.2,38.4,,16800,15366,47.5,6.695804,,,19.8,38.3,False,,100000,38.9,OSL,PARETO BANK ASA,Pareto Bank ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,PARB.OL,,,finmb_62731707,db5bcc4a-9e7b-3e60-bb86-e927eb7ebdc9,no_market,,9.683,,0.60414004,,0.07541907,,5.72,,69851696,,,49.398,,,,1577750400,0.093310006,410220000,5.697,,,0.775335,0.57567,1640908800,1593475200,,,44729555,6574772736,,,,,,0.476,,,,,,,,https://logo.clearbit.com/paretobank.no,,
PEN,0201,Energy,23,"Panoro Energy ASA engages in the exploration, development, and production of oil and gas in North and West Africa. The company holds assets in the Dussafu License located in the offshore southern Gabon; and Sfax Offshore Exploration Permit and Ras El Besh Concession located in offshore Tunisia, as well as operates assets on and offshore Tunisia. As of December 31, 2019, its 1P reserves included 6.7 million barrels of oil equivalents (MMBOE); 2P reserves comprised 9.6 MMBOE; and 3P reserves consisted of 12.0 MMBOE. The company was founded in 2009 and is based in Oslo, Norway.",Oslo,44 203 405 10 60,Norway,[],http://www.panoroenergy.com,1,RuselOekkveien 14,,Oil & Gas E&P,11.86,11.86,10.219493,,0,,11.88,,299009,,11.86,10.636471,,11.86,299009,,,,,,2.412891,,,10.94,2,NOK,41.41791,680498,,,,763678976,,,485852,24.209959,10.94,11.14,,229700,680498,26,-222,,,4.9,11.1,False,,100000,11.88,OSL,PANORO ENERGY ASA,Panoro Energy ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,PEN.OL,,,finmb_106684027,ed3e1adc-bdc3-3088-8c04-3289e6928c39,no_market,,23.309,,0.56109,20.475,-0.27946538,,-0.05,,68799904,,,1.147,,,,1577750400,0.23356001,14803000,0.268,,,9.67742,0.15358,1640908800,1585612800,,,48724059,735248512,,1464566400,1:10,,,,,,,,,,,https://logo.clearbit.com/panoroenergy.com,PO box 1444 Solli,
OTELLO,0401,Communication Services,603,"Otello Corporation ASA develops, produces, and sells software and associated services in the areas of mobile advertising, apps, and games. The company operates through AdColony (Mobile Advertising) and Bemobi (Apps & Games) segments. The AdColony (Mobile Advertising) segment provides end-to-end mobile advertising platforms for brands, agencies, publishers, and application developers to deliver advertising to consumers on mobile devices. It delivers interactive and engaging advertising experiences across various mobile formats. The Bemobi (Apps & Games) segment offers Apps Club, a subscription-based discovery service for mobile apps in Latin America and internationally. The Apps Club offers a subscription service for Android apps. Its proprietary app-wrapping technology allows smartphone users access to use mobile apps on fee. The company also licenses Rocket Optimizer technology. It primarily operates in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company was formerly known as Opera Software ASA and changed its name to Otello Corporation ASA in January 2018. Otello Corporation ASA was founded in 1995 and is based in Oslo, Norway.",Oslo,47 91 90 91 45,Norway,[],http://www.otellocorp.com,1,Gjerdrums vei 19,,Advertising Agencies,14.2,14.2,13.094928,,0,,14.55,,379246,,14.2,13.305882,,14.2,379246,,,,,1481846400,0.58943,,,13.95,2,NOK,,42268,,,,1973942912,,,169116,8.129913,13.95,14.35,,0,42268,18.1,-287,,,8.02,14.25,False,,0,14.55,OSL,OTELLO CORP ASA,Otello Corporation ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,OTELLO.OL,,,finmb_532001,8bf320db-cd5f-39ca-84c1-4cb951f5a19a,no_market,,8.051,,-0.025120001,-977.337,,,-0.05,,137556992,,,2.212,,,,1577750400,0.29569,-6100000,-0.044,,,6.4873424,0.13856,1640908800,1593475200,,,74267094,1954673152,,,,,,,,,,,,,,https://logo.clearbit.com/otellocorp.com,PO Box 4214 Nydalen,
PCIB,0379,Healthcare,8,"PCI Biotech Holding ASA, a biopharmaceutical company, focuses on the development and commercialization of novel therapies for the treatment of cancer through its photochemical internalization (PCI) technology platform. The company's lead product candidate is Amphinex, a photosensitiser fimaporfin. Its PCI technology is applied to three distinct anticancer paradigms, including fimaCHEM, a chemotherapeutics for treatment of cancer, which in Phase Ib clinical study in bile duct cancer; fimaVACC, a T-cell induction technology for therapeutic vaccination; and fimaNAc, a nucleic acid therapeutics delivery technology. The company has collaborative research programs with AstraZeneca, Bavarian Nordic, BioNTech, eTheRNA immunotherapies, IMV, and Phio Pharmaceuticals. PCI Biotech Holding ASA is headquartered in Oslo, Norway.",Oslo,47 67 11 54 00,Norway,[],http://www.pcibiotech.com,1,UllernchaussEen 64,,Biotechnology,43.5,43.55,54.71848,,0,,44.5,,300753,,43.5,52.261765,,43.55,300753,,,,,,0.190476,,,41.8,2,NOK,,242882,,,,1656469248,,,316475,186.41338,41.8,44.45,,12500,242882,87.4,-15.222603,,,25.35,44.2,False,,20000,44.5,OSL,PCI BIOTECH HLDG,PCI Biotech Holding ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,PCIB.OL,,,finmb_45308758,440102ca-a7ac-3205-912a-ff496b68011e,no_market,,153.504,,0,-15.793,0.83157897,,-2.92,,37265900,,,6.989,,,,1577750400,0.08788,-61495000,-1.651,,,6.3599944,0.34884,1640908800,1585612800,,,26576915,1364034176,,,,,,,,,,,,,,https://logo.clearbit.com/pcibiotech.com,,
PEXIP,0283,Technology,182,"Pexip Holding ASA, a technology company that delivers a video-first meeting platform. Its platform simplifies video communication across borders, businesses, and platforms, enabling everyone to be seen, heard, and included. The company offers self-hosted and as-a-service deployment options for enterprise video conferencing built on the Pexip Infinity technology; and provides interoperability, including Microsoft Teams, Skype for Business, Google Hangouts Gateway interop, video system device registration, and a world-class meeting and calling service. The company has operations in the Asia Pacific, Europe, the Middle East, Africa, and the Americas. Pexip Holding ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.pexip.com,1,Lilleakerveien 2a,,Software—Application,85,85,87.95422,,0,,85.54,,142851,,85,85.20353,,85,142851,,,,,,,,,84.5,2,NOK,156.61142,40041,,,,8589975552,,,301427,19.970139,84.5,85.14,,,40041,110,,,,78.8,85.01,False,,,85.54,OSL,PEXIP HOLDING ASA,Pexip Holding ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,PEXIP.OL,,,finmb_595955356,4fd14c49-3507-3a69-9fc2-7007e571b044,no_market,,15.799,,0.10345,111.847,Infinity,,,,101011000,,,10.802,,,,1577750400,,44497000,0.543,,,7.8726163,,1640908800,1585612800,,,48192072,6795940864,,,,,,5.915,,,,,,,,https://logo.clearbit.com/pexip.com,,
PGS,0283,Energy,1256,"PGS ASA operates as a marine geophysical company. The company offers a range of seismic and reservoir services, including acquisition, imaging, interpretation, and field evaluation to oil and gas companies. It operates in Africa, Brazil, Canada, Guyana, the United Kingdom, Norway, Angola, the Asia Pacific, Europe, the Americas, the Middle East, and internationally. The company was formerly known as Petroleum Geo-Services ASA and changed its name to PGS ASA in May 2019. PGS ASA was founded in 1991 and is headquartered in Oslo, Norway.",Oslo,47 67 52 64 00,Norway,[],http://www.pgs.com,1,Lilleakerveien 4C,47 67 52 64 64,Oil & Gas Equipment & Services,3.337,3.337,5.289115,,0,,3.343,,2734164,,3.337,3.5024571,,3.337,2734164,,,,,1431648000,3.155052,,,3.3,4,NOK,,899386,,,,1282042496,,,5851971,1.5479866,3.3,3.322,,294800,899386,21.5,47.300003,,,2.745,3.312,False,,84700,3.343,OSL,PGS ASA,PGS ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,PGS.OL,,,finmb_345867,a02eb56b-6ecd-3d48-ba6c-c500a4eb626a,no_market,,2.86,,-0.22507,3.344,-0.69158965,,0.07,,387207008,,,1.223,,,,1577750400,0.86055,-186400000,-0.518,,,2.707277,0,1640908800,1593475200,,,323951406,2368403968,,1166400000,3:1,,,,,,,,,,,https://logo.clearbit.com/pgs.com,,
PRS,4031,Energy,150,"Prosafe SE, together with its subsidiaries, owns and operates semi-submersible accommodation vessels in Europe, South America, and internationally. Its accommodation vessels are used for accommodation, engineering, construction, or storage capacity offshore. The company is also involved in the maintenance and modification of installations on fields for the production, hook-up and commissioning of new fields, tie-backs to existing infrastructure, and decommissioning activities. It owns and operates a fleet of seven semi-submersible accommodation vessels and one tender support vessel. The company primarily serves oil and gas industries. Prosafe SE was founded in 1972 and is based in Stavanger, Norway.",Stavanger,47 51 64 25 00,Norway,[],http://www.prosafe.com,1,Forusparken 2,,Oil & Gas Equipment & Services,1.414,1.39,1.5319276,,0,,1.414,,77671,,1.414,1.4084117,,1.39,77671,,,,,1440633600,1.311846,,,1.38,4,NOK,,33408,,,,115755984,,,163067,1.0326136,1.38,1.414,,3800000,33408,11.002,-1.4884211,,,1,1.396,False,,4412500,1.414,OSL,PROSAFE SE (SN),Prosafe SE,Europe/Oslo,CEST,False,7200000,,EQUITY,PRS.OL,,,finmb_6522039,fab88977-73e3-30c8-ba4f-4246afb217d5,no_market,,12.643,,0,133.708,-0.8494143,,-0.95,,81864200,,,-10.303,,,,1577750400,0.4341,-1270800000,-14.359,,,,0.20045,1640908800,1593475200,,,67881491,1417308288,,1480982400,1:100,,,,,,,,,,,https://logo.clearbit.com/prosafe.com,,
