ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
SVEG,5011,Financial Services,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1,Jonsvollsgaten 2,,Banks—Regional,68.8,68.1,61.021896,0.03517442,0.34080002,,68.8,,57108,,68.8,63.682354,2.42,68.1,,57108,,,,2.42,1585094400,0.564459,,,68,2,NOK,10.773567,19012,,,,7381896192,,,52062,1.9886574,68,68.6,,100000,19012,73.8,10.886076,,5.88,42.1,68.3,False,0.0352,300000,68.8,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000,EQUITY,SVEG.OL,finmb_8081598,no_market,,30.62,,0.48788,,0.24637687,,6.32,,107295000,,,161.512,,,,1577750400,0.31427,582000000,6.386,,,0.42597458,0.26554,1640908800,1593475200,,,78181423,113661018112,,,,,,-0.247,,,,,,,,https://logo.clearbit.com/spv.no,730,,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807,
SRBANK,4068,Financial Services,"SpareBank 1 SR-Bank ASA, together with its subsidiaries, provides various financial products and services for personal and corporate customers in Southern and Western Norway. The company offers its products and services in the areas of savings, loans, advice, insurance, and pensions. It also provides foreign exchange, administrative securities, commercial properties brokerage, leasing, accounting, and securities trading services, as well as active management and securities management services. In addition, the company facilitates debt and equity funding; and sells real estate properties comprising holiday homes, new builds, and used homes. Further, it is involved in the customer trading of interest rate instruments; and purchasing of home mortgages and funds by issuing covered bonds. Additionally, the company offers credit and debit cards; structured products; and mobile and online banking services. The company also serves retail, small business, and agricultural customers, as well as public sector. As of December 31, 2018, it had 36 branches in Rogaland, Vest-Agder, Aust-Agder, and Hordaland. SpareBank 1 SR-Bank ASA was founded in 1839 and is headquartered in Stavanger, Norway.",Stavanger,47 91 50 20 02,Norway,[],http://www.sparebank1.no/nb/sr-bank,1,Christen Tranes Gate 35,,Banks—Regional,79.65,80,72.902336,0.0690521,0,,80.1,,264270,,79.65,73.83676,5.5,80,,264270,,,,,1587686400,0.918118,,,78.35,2,NOK,12.833008,137322,,,,20195954688,,,324677,4.639549,78.35,79.25,,,137322,105.3,,,,48.38,79.05,False,,,80.1,OSL,SPAREBANK 1 SR BK,SpareBank 1 SR-Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SRBANK.OL,finmb_883781,no_market,,34.185,,0.35722,,,,,,255644992,,,98.551,,,,1577750400,0.37039003,1480000000,6.156,,,0.80161536,0.32251,1640908800,1593475200,,,166984950,148805320704,,,,,,-0.716,,,,,,,,https://logo.clearbit.com/sparebank1.no,1255,Postboks 250,,,,8ee5ca3d-26b8-36c3-9e7f-fabac7a9dd9b,
SPOL,2302,Financial Services,"SpareBank 1 Ãstlandet provides various financial products and services to individuals, businesses, public sectors, clubs, and societies. It offers retail and corporate banking services, deposits, loans, savings, advisory, insurance, money-transfer, investment, and pension products and services. The company also provides payment, real estate brokerage and rental, management, accounting and payroll, leasing, financing, HR and consulting, and online and mobile banking services. It has 37 branches, including 21 in Hedmark, 2 in Oppland, 5 in Oslo, and 9 in Akershus. The company was founded in 1845 and is headquartered in Hamar, Norway. SpareBank 1 Ãstlandet is a subsidiary of Sparebankstiftelsen Hedmark.",Hamar,47 91 50 70 50,Norway,[],http://www.sparebank1.no/en/ostlandet/personal.html,1,Strandgata 15,,Banks—Regional,88.4,88,87.332115,0.06470588,0.5395,,88.8,,18854,,88.4,88.40588,5.72,88,,18854,,,,4.58,1585267200,0.83146,,,88,2,NOK,10.550131,1589,,,,10262538240,,,30065,2.8514972,88,88.9,,0,1589,101.6,9.977477,,,70.1,88.6,False,0.051599998,0,88.8,OSL,SPAREBANK 1 OSTLAN,SpareBank 1 Østlandet,Europe/Oslo,CEST,False,7200000,EQUITY,SPOL.OL,finmb_12505908,no_market,,14.122,,0.38926998,,0.046153903,,8.88,,115830000,,,139.282,,,,1577750400,0.14663,973000000,8.398,,,0.63611954,0.66322,1640908800,1593475200,,,115617820,50826354688,,,,,,-0.07,,,,,,,,https://logo.clearbit.com/sparebank1.no,1139,,,,,570d1e40-e6eb-36fd-94ed-02edf23d7a9a,
MORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STORM,,Real Estate,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1,Haakon VIIS gate 5,,Real Estate Services,3.4,3.12,2.60073,0.12617646,0,,3.6,,13695,,3.4,3.3705883,0.429,3.12,,13695,,,,,1464307200,1.486643,,,3.12,4,NOK,,1811,,,,31804416,,,67226,10.955707,3.12,3.46,,80000,1811,6.45,39.999996,,,1.26,3.12,False,,100000,3.6,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STORM.OL,finmb_38919651,no_market,,16.957,,-0.10816,91.501,-0.23766816,,0.09,,8834560,,,0.534,,,,1577750400,0,-314000,-0.036,,,6.7415733,0.47079,1640908800,1577750400,,,4904419,49227516,,1562716800,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,5,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,
SUSB-ME,6650,Financial Services,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1,BÃ¥rdshaugvegen 7,47 71 66 27 27,Banks—Regional,108,109,106.84672,0.06481481,0.2025,,109,,329,,108,106.76471,7,109,,329,,,,7,1583280000,0.243302,,,109,2,NOK,3.282836,100,,,,219672064,,,485,1.4261365,109,109,,,100,117,,,,100,107,False,0.0654,,109,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.982,,0.43442002,,-0.03997439,,,,2015340,,,421.213,,,,1577750400,0.03771,66915000,33.203,,,0.25877643,0,1640908800,1585612800,,,1899140,613348608,,,,,,-0.407,,,,,,,,https://logo.clearbit.com/bank.no,,,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,
STB,1327,Financial Services,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1,Professor Kohts vei 9,,Financial Conglomerates,52.74,52.68,51.205437,0.061623055,0,,53.14,,1630302,,52.74,51.757355,3.25,52.68,,1630302,,,,,1587600000,1.271777,,,52.3,2,NOK,13.335027,1039379,,,,24537976832,,,2427772,0.38754168,52.3,52.58,,81400,1039379,74.9,9.242958,,,33.84,52.52,False,,115200,53.14,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STB.OL,finmb_876161,no_market,,0.82,,0.02922,17.013,-0.02585882,,5.68,,467390016,,,73.592,,,,1577750400,0.64619005,1838000000,3.937,,,0.71339273,0.05957,1640908800,1593475200,,,457939559,51925159936,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,1683,P.O. Box 500,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,
SNI,WC2B 4HN,Industrials,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1,Aldwych House,,Marine Shipping,85,84,87.90438,0,,,85,,18003,,85,84.24412,0,84,,18003,,,,,1587600000,0.980255,,,83.5,2,NOK,,678,,,,6696273920,,,19444,3.3157077,83.5,83.9,,400,678,134.6,56.666668,,5.67,69.6,83.5,False,,145400,85,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SNI.OL,finmb_305831,no_market,,3.879,,-0.00336,20.323,,,1.5,,63023800,,,20.457,,,,1575072000,0.11141,-1544000,-0.113,,,4.155057,0.61417,1638230400,1590883200,,,33134761,7833634816,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,6749,4th Floor 71â91 Aldwych,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,
STRONG,2005,Industrials,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",RÃ¦lingen,47 03254,Norway,[],http://www.strongpoint.com,1,Slynga 10,,Business Equipment & Supplies,17.8,17.7,12.526058,0.03370787,0,,17.7,,49225,,17.8,16.042646,0.6,17.7,,49225,,,,,1556496000,0.566782,,,17.5,2,NOK,39.22222,36046,,,,781547264,,,104652,0.70793283,17.5,17.65,,406900,36046,19.2,16.045454,,,8.56,17.5,False,,200000,17.7,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.836,,0.018170001,14.929,0.51489353,,1.1,,44280300,,,6.907,,,,1577750400,0.31468,20063000,0.45,,,2.5553784,0.31726,1640908800,1593475200,,,28472734,923458048,,1115596800,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,512,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,
SUBC,2086,Energy,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1,"412F, Route d'Esch",,Oil & Gas Equipment & Services,71.46,70.18,66.0592,,0,,71.46,,655036,,71.46,67.23941,,70.18,,655036,,,,,1556150400,1.630662,,,70.18,2,NOK,,368932,,,,21000931328,,,1138249,6.280183,70.18,70.68,,128000,368932,110.1,282.64,,,38.5,70.66,False,,37100,71.46,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000,EQUITY,SUBC.OL,finmb_359868,no_market,,6.369,,-0.31124002,52.862,-0.17272514,,0.25,,297211008,,,14.516,,,,1577750400,0.61302,-1040800000,-3.495,,,4.8677325,0.24016,1640908800,1593475200,,,223844129,21298065408,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,,8610c031-034f-3083-a212-b713518bf428,
SUNSB-ME,6600,Financial Services,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",SunndalsÃ¸ra,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1,Sunndalsveien 15,,Banks—Regional,114,114,110.27007,0.07017544,0.296,,114,,60,,114,111.20588,8,114,,60,,,,8,1585267200,0.163578,,,114,2,NOK,16.40524,300,,,,154713952,,,228,1.6483306,114,115,,,300,117,,,,106,113,False,0.070199996,,114,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,4.489,,0.37075,,0.045871615,,,,1357140,,,369.061,,,,1577750400,0.015420001,5527000,6.949,,,0.308892,0,1640908800,1585612800,,,931366,421316192,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,,,,,dd197052-51d0-31d7-81d4-de6977485aa6,
TEAM,HM 11,Industrials,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1,Williams House,,Marine Shipping,3.4,3.1,4.550365,,0,,3.4,,3534,,3.4,3.3841176,,3.1,,3534,,,,,,-0.337979,,,3.1,4,NOK,,12380,,,,677956480,,,17498,2.1071563,3.1,3.32,,,12380,7.65,,,,3,0,False,,,3.4,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.539,,-0.12687999,37.516,-0.40869564,,,,202980992,,,1.657,,,,1577750400,0.00877,-40821000,-0.216,,,2.015691,0.113129996,1640908800,1585612800,,,139405841,816910272,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,88,4th Floor 20 Reid Street,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,
